investor_id,transaction_type,sip_amount,age_group,gender
INV003380,Redemption,265692,36-45,Male
INV000091,SIP,537,26-35,Male
INV000695,Redemption,314574,36-45,Male
INV003979,Lumpsum,319418,36-45,Male
INV003627,SIP,990,36-45,Male
INV000137,SIP,50008,26-35,Female
INV003678,Lumpsum,237292,26-35,Male
INV004358,Redemption,196207,26-35,Male
INV001803,SIP,2285,26-35,Female
INV004281,Lumpsum,503051,26-35,Female
INV004274,SIP,4865,26-35,Male
INV001463,Lumpsum,6434,36-45,Male
INV001462,Redemption,233368,26-35,Male
INV003685,Redemption,364146,26-35,Male
INV003835,Lumpsum,159275,36-45,Female
INV002984,Redemption,52449,26-35,Male
INV003669,SIP,2001,18-25,Female
INV001163,SIP,2294,26-35,Male
INV003743,Lumpsum,444565,46-55,Male
INV000912,Lumpsum,10170,36-45,Male
INV003825,SIP,21798,56+,Male
INV003767,SIP,4300,36-45,Female
INV001672,SIP,1615,18-25,Male
INV003637,Lumpsum,404463,36-45,Male
INV002506,SIP,993,18-25,Female
INV001763,Redemption,365499,46-55,Male
INV000244,Redemption,176455,26-35,Male
INV001167,SIP,10442,36-45,Male
INV000179,SIP,43522,26-35,Male
INV004844,Lumpsum,110526,26-35,Male
INV004064,Lumpsum,469133,26-35,Male
INV000039,SIP,846,26-35,Male
INV000921,Lumpsum,84733,26-35,Male
INV001254,SIP,2538,26-35,Male
INV000870,SIP,1910,18-25,Male
INV004062,Lumpsum,171168,36-45,Female
INV004217,Lumpsum,109716,46-55,Female
INV001961,SIP,519,26-35,Male
INV003350,Redemption,68472,46-55,Female
INV001343,Lumpsum,489961,18-25,Female
INV001131,Lumpsum,250111,36-45,Female
INV003339,SIP,8210,18-25,Male
INV001413,SIP,2921,36-45,Male
INV004476,SIP,6851,26-35,Male
INV001103,SIP,14136,26-35,Female
INV003961,Lumpsum,172295,46-55,Male
INV003866,Lumpsum,192949,46-55,Female
INV004564,SIP,1139,26-35,Male
INV003300,Redemption,443965,36-45,Male
INV001835,SIP,2070,26-35,Female
INV000245,SIP,23709,26-35,Male
INV001285,SIP,1164,18-25,Female
INV004626,Lumpsum,424965,18-25,Female
INV001118,Lumpsum,56927,18-25,Male
INV003047,Redemption,290695,46-55,Male
INV002276,Lumpsum,392375,46-55,Male
INV002199,SIP,2579,26-35,Male
INV004709,SIP,2947,36-45,Male
INV004290,Lumpsum,269443,46-55,Male
INV000494,Lumpsum,451420,56+,Male
INV004705,Lumpsum,201482,26-35,Male
INV000698,SIP,492,18-25,Male
INV004558,Redemption,123183,36-45,Male
INV002388,Redemption,122495,18-25,Male
INV003205,SIP,1150,26-35,Female
INV000257,Lumpsum,465194,36-45,Male
INV002485,Lumpsum,33337,46-55,Female
INV000656,Redemption,313595,18-25,Male
INV000776,SIP,8522,26-35,Male
INV004036,Lumpsum,38343,56+,Female
INV000724,Lumpsum,152375,46-55,Male
INV000783,Redemption,194421,46-55,Male
INV002308,SIP,11300,26-35,Male
INV004744,Lumpsum,390816,26-35,Female
INV002357,Lumpsum,357435,26-35,Male
INV000984,Redemption,94110,26-35,Male
INV004853,Redemption,178254,26-35,Female
INV003065,SIP,425,46-55,Male
INV004999,SIP,6290,26-35,Male
INV004402,Redemption,209124,18-25,Female
INV003203,SIP,10927,26-35,Male
INV000923,SIP,437,26-35,Male
INV001987,Lumpsum,362118,18-25,Male
INV000919,Redemption,212340,46-55,Male
INV003928,SIP,893,36-45,Male
INV001759,SIP,17661,36-45,Female
INV002141,Lumpsum,153726,46-55,Male
INV001115,Lumpsum,359541,26-35,Male
INV003639,SIP,878,36-45,Female
INV004533,SIP,449,36-45,Male
INV004605,Redemption,109075,36-45,Male
INV001410,SIP,8581,46-55,Male
INV001796,Redemption,237028,18-25,Male
INV003281,SIP,7802,26-35,Male
INV003407,SIP,3355,26-35,Male
INV003174,Lumpsum,131430,26-35,Female
INV001081,Redemption,259760,18-25,Male
INV001297,SIP,9008,36-45,Male
INV002693,Redemption,483397,26-35,Male
INV001873,SIP,496,36-45,Female
INV002164,SIP,29878,56+,Male
INV004147,Lumpsum,558165,26-35,Female
INV000008,SIP,8061,26-35,Female
INV003637,Redemption,536329,36-45,Male
INV000388,SIP,11367,36-45,Male
INV004648,SIP,43668,36-45,Male
INV003430,SIP,9675,26-35,Female
INV000395,Redemption,175394,18-25,Male
INV003992,SIP,6258,46-55,Female
INV000737,SIP,23717,26-35,Female
INV002037,SIP,1997,56+,Male
INV001155,SIP,13845,26-35,Female
INV000071,Lumpsum,458602,26-35,Female
INV003554,SIP,912,26-35,Female
INV002921,SIP,12111,18-25,Female
INV002041,SIP,16070,26-35,Male
INV001029,SIP,2884,36-45,Male
INV001249,SIP,7214,26-35,Female
INV004574,SIP,4871,36-45,Male
INV001031,Redemption,102973,36-45,Female
INV004621,SIP,2025,36-45,Female
INV003597,Lumpsum,469385,18-25,Male
INV003908,Lumpsum,447230,26-35,Female
INV003680,SIP,17748,26-35,Male
INV002915,Lumpsum,52064,18-25,Male
INV001504,Redemption,191568,36-45,Male
INV000234,SIP,8136,26-35,Male
INV004712,SIP,6986,36-45,Male
INV003258,Lumpsum,322893,26-35,Male
INV004833,SIP,13405,26-35,Female
INV004067,Redemption,129034,26-35,Male
INV000631,SIP,7210,36-45,Female
INV003752,Lumpsum,474442,46-55,Male
INV004731,SIP,16018,26-35,Male
INV001536,SIP,476,26-35,Male
INV000635,Lumpsum,278062,18-25,Female
INV004845,SIP,1190,18-25,Male
INV001575,SIP,10913,26-35,Male
INV004071,SIP,7345,36-45,Female
INV003334,SIP,9204,56+,Male
INV000268,Lumpsum,284953,18-25,Female
INV001307,Lumpsum,531711,56+,Male
INV000532,SIP,537,26-35,Male
INV001943,SIP,46306,56+,Female
INV002137,Redemption,97691,36-45,Male
INV001877,Redemption,235579,56+,Male
INV000611,SIP,3002,26-35,Male
INV001853,SIP,12115,18-25,Male
INV001628,SIP,2827,36-45,Female
INV000241,Lumpsum,319745,26-35,Female
INV004812,Lumpsum,319648,18-25,Male
INV002265,SIP,27455,18-25,Female
INV000716,Lumpsum,201547,56+,Male
INV004889,SIP,21184,46-55,Male
INV002093,SIP,47366,26-35,Male
INV000403,Lumpsum,566523,18-25,Female
INV002360,SIP,2410,26-35,Male
INV001233,SIP,2424,26-35,Male
INV003276,SIP,844,46-55,Male
INV003916,SIP,5330,26-35,Male
INV004962,Lumpsum,8255,18-25,Male
INV002509,SIP,46271,36-45,Female
INV004644,Redemption,511196,36-45,Male
INV000985,Lumpsum,220168,26-35,Female
INV002098,Redemption,333514,26-35,Male
INV004911,Lumpsum,276994,26-35,Female
INV001678,Lumpsum,435998,36-45,Female
INV001407,SIP,444,26-35,Female
INV000783,Lumpsum,442739,46-55,Male
INV000777,SIP,1190,26-35,Male
INV001261,SIP,443,46-55,Male
INV001564,SIP,2310,46-55,Male
INV001364,Lumpsum,459373,26-35,Male
INV002964,SIP,10601,46-55,Male
INV000354,Lumpsum,89556,26-35,Male
INV002932,Redemption,450400,36-45,Female
INV004433,SIP,1964,26-35,Female
INV001745,SIP,1862,18-25,Male
INV000573,Redemption,362945,56+,Female
INV002674,Lumpsum,129644,26-35,Female
INV002717,Lumpsum,183149,26-35,Female
INV003414,Lumpsum,112824,36-45,Female
INV001234,SIP,10051,26-35,Male
INV001168,SIP,2875,46-55,Male
INV002232,Lumpsum,135174,26-35,Female
INV000599,SIP,464,36-45,Male
INV004008,SIP,2820,46-55,Male
INV002199,Redemption,453266,26-35,Male
INV000331,Lumpsum,56561,36-45,Male
INV000430,SIP,57123,18-25,Male
INV004969,SIP,3427,36-45,Male
INV003306,Lumpsum,481178,36-45,Male
INV003773,Lumpsum,410190,46-55,Female
INV004761,Lumpsum,106346,26-35,Male
INV003782,SIP,3308,36-45,Male
INV003870,Redemption,356467,26-35,Male
INV001173,SIP,8213,26-35,Female
INV000847,SIP,3234,26-35,Female
INV004340,SIP,24541,26-35,Male
INV004927,SIP,3133,26-35,Male
INV002831,SIP,16500,56+,Female
INV001285,Redemption,80977,18-25,Female
INV004700,SIP,3245,26-35,Male
INV004276,Redemption,418485,26-35,Male
INV004542,SIP,11423,36-45,Male
INV002577,SIP,2113,36-45,Female
INV000120,SIP,2963,26-35,Male
INV002322,SIP,1122,18-25,Male
INV000974,SIP,2710,46-55,Male
INV000494,SIP,4092,56+,Male
INV000494,Lumpsum,297784,56+,Male
INV000089,Redemption,276174,26-35,Female
INV001977,Lumpsum,56339,18-25,Female
INV002862,Redemption,115730,56+,Male
INV003874,SIP,17416,26-35,Female
INV001411,Redemption,223113,26-35,Female
INV001611,SIP,2313,18-25,Female
INV003492,SIP,6686,36-45,Male
INV003040,SIP,15876,26-35,Female
INV003757,SIP,2778,18-25,Male
INV003887,SIP,8699,56+,Female
INV001379,SIP,8144,56+,Female
INV003044,SIP,533,18-25,Female
INV000099,Redemption,220524,36-45,Male
INV004331,SIP,3320,26-35,Male
INV002137,SIP,57452,36-45,Male
INV001822,SIP,2097,36-45,Male
INV004299,Lumpsum,153154,26-35,Female
INV004797,SIP,45008,56+,Male
INV000027,SIP,8455,26-35,Male
INV001344,Lumpsum,333059,26-35,Male
INV002372,Lumpsum,489697,36-45,Female
INV003724,Redemption,197123,56+,Male
INV002419,Redemption,89134,36-45,Male
INV000563,Lumpsum,41400,26-35,Male
INV004321,SIP,11155,26-35,Male
INV004465,SIP,20991,26-35,Male
INV003597,SIP,41577,18-25,Male
INV002169,Lumpsum,200338,46-55,Male
INV003100,SIP,3411,26-35,Male
INV003777,SIP,12031,46-55,Male
INV000018,Lumpsum,322985,56+,Male
INV001197,SIP,2817,36-45,Female
INV002735,SIP,5738,18-25,Female
INV001809,Lumpsum,35730,46-55,Male
INV000298,Lumpsum,60400,18-25,Male
INV003089,Redemption,131592,26-35,Male
INV002664,Lumpsum,266404,26-35,Male
INV003806,Redemption,334464,26-35,Male
INV001611,SIP,2663,18-25,Female
INV004085,Redemption,20482,36-45,Female
INV000089,SIP,873,26-35,Female
INV001719,SIP,1055,26-35,Male
INV002179,SIP,1661,26-35,Female
INV002764,Lumpsum,257997,36-45,Male
INV001151,SIP,1045,26-35,Male
INV003332,SIP,2934,46-55,Male
INV003654,SIP,5871,18-25,Male
INV002656,SIP,422,26-35,Male
INV000267,Redemption,249365,26-35,Male
INV002696,SIP,402,18-25,Male
INV000326,SIP,9354,26-35,Female
INV004388,SIP,1117,26-35,Female
INV000164,SIP,5556,18-25,Male
INV003731,Redemption,338176,26-35,Female
INV000036,SIP,2722,36-45,Male
INV004493,Lumpsum,319084,36-45,Male
INV000496,Lumpsum,310422,36-45,Male
INV003075,SIP,42141,46-55,Male
INV000087,Lumpsum,416051,36-45,Male
INV002137,SIP,2078,36-45,Male
INV003063,SIP,1679,36-45,Female
INV000631,SIP,2061,36-45,Female
INV003248,SIP,8682,26-35,Male
INV001753,SIP,24210,26-35,Male
INV000522,Lumpsum,336878,26-35,Female
INV000470,Lumpsum,193648,26-35,Male
INV000073,SIP,26594,18-25,Male
INV001903,Lumpsum,436193,26-35,Female
INV003450,SIP,57670,18-25,Female
INV002062,Lumpsum,272731,18-25,Male
INV003501,SIP,2260,26-35,Female
INV003473,SIP,10046,26-35,Male
INV002120,SIP,5983,26-35,Male
INV001903,Lumpsum,386717,26-35,Female
INV003311,SIP,2298,26-35,Male
INV003151,SIP,559,56+,Female
INV003264,SIP,2212,18-25,Male
INV001661,SIP,2996,56+,Female
INV003495,SIP,5617,26-35,Female
INV003423,Lumpsum,91994,18-25,Female
INV003338,SIP,1147,46-55,Male
INV003344,SIP,1030,36-45,Female
INV002149,Lumpsum,444118,26-35,Male
INV003529,SIP,2827,36-45,Female
INV001550,SIP,5122,18-25,Male
INV001950,SIP,2107,26-35,Female
INV003974,Redemption,297422,46-55,Male
INV004700,SIP,2770,26-35,Male
INV004866,Lumpsum,336270,36-45,Male
INV003744,SIP,8275,18-25,Female
INV000214,Redemption,61973,26-35,Female
INV000801,Redemption,223451,36-45,Male
INV002654,SIP,10097,36-45,Female
INV004701,SIP,4931,26-35,Male
INV000637,SIP,8132,26-35,Male
INV004205,Redemption,148175,56+,Female
INV000895,SIP,5809,26-35,Male
INV000297,Lumpsum,149371,26-35,Male
INV000363,SIP,3497,26-35,Male
INV002793,SIP,25457,36-45,Male
INV000532,Redemption,310669,26-35,Male
INV000933,SIP,11370,36-45,Female
INV000132,SIP,4908,46-55,Female
INV001301,Redemption,394642,26-35,Male
INV002422,SIP,1912,36-45,Male
INV000054,SIP,500,46-55,Female
INV000131,Lumpsum,482270,36-45,Female
INV002555,Lumpsum,148310,36-45,Male
INV004692,Redemption,156822,26-35,Male
INV000665,SIP,2827,26-35,Female
INV001066,SIP,2840,26-35,Male
INV000403,SIP,1740,18-25,Female
INV001083,Lumpsum,92618,46-55,Male
INV004476,SIP,5512,26-35,Male
INV004443,Lumpsum,438286,26-35,Female
INV004440,Redemption,122504,36-45,Male
INV000074,SIP,12235,26-35,Female
INV000445,SIP,12897,26-35,Female
INV000302,Redemption,307706,36-45,Male
INV001015,Redemption,23119,36-45,Female
INV004318,Lumpsum,21249,56+,Female
INV000573,SIP,8349,56+,Female
INV001399,SIP,2769,26-35,Female
INV004474,SIP,4298,46-55,Male
INV000575,SIP,21363,26-35,Female
INV000609,SIP,970,18-25,Male
INV000522,Redemption,450200,26-35,Female
INV000114,Redemption,260216,36-45,Male
INV000803,SIP,1919,26-35,Female
INV002719,Lumpsum,241922,18-25,Female
INV003720,SIP,572,36-45,Female
INV003719,SIP,11888,26-35,Female
INV004464,SIP,4632,26-35,Female
INV001650,Lumpsum,232594,36-45,Male
INV000279,SIP,13210,26-35,Male
INV004922,Redemption,210970,56+,Male
INV001826,SIP,1020,18-25,Male
INV003665,SIP,2536,26-35,Female
INV003343,Lumpsum,74797,36-45,Male
INV000088,Lumpsum,156207,26-35,Male
INV001795,Lumpsum,298269,46-55,Male
INV000258,SIP,11103,26-35,Male
INV004137,SIP,8244,18-25,Female
INV004808,SIP,12069,36-45,Male
INV003716,SIP,16272,36-45,Male
INV004888,Lumpsum,119440,26-35,Female
INV003099,Redemption,227717,36-45,Male
INV004270,SIP,2540,18-25,Male
INV002395,SIP,7547,26-35,Male
INV002467,SIP,2343,36-45,Male
INV000241,Lumpsum,445743,26-35,Female
INV003115,SIP,15800,26-35,Male
INV001237,SIP,48179,26-35,Male
INV000105,SIP,2534,56+,Male
INV000203,SIP,7515,26-35,Male
INV000262,SIP,5534,36-45,Male
INV004761,SIP,1848,26-35,Male
INV000717,Redemption,137619,46-55,Male
INV003893,SIP,16960,46-55,Male
INV002259,SIP,43862,18-25,Female
INV003567,Lumpsum,176044,46-55,Male
INV000746,Lumpsum,329559,36-45,Male
INV000570,SIP,51941,26-35,Male
INV004870,Redemption,303589,46-55,Male
INV001662,SIP,5334,36-45,Male
INV004408,SIP,12597,26-35,Male
INV004968,SIP,1176,26-35,Male
INV002536,Lumpsum,249795,26-35,Male
INV002003,Lumpsum,491566,26-35,Female
INV004295,SIP,470,36-45,Male
INV003929,Lumpsum,247049,56+,Male
INV001874,Lumpsum,194920,36-45,Male
INV003847,SIP,7669,26-35,Male
INV003763,SIP,10229,26-35,Female
INV004475,SIP,3358,26-35,Male
INV003200,Lumpsum,97658,46-55,Male
INV001604,Lumpsum,412885,56+,Male
INV003913,SIP,6411,36-45,Male
INV001336,SIP,516,18-25,Male
INV000605,SIP,46223,36-45,Male
INV002329,Redemption,122346,56+,Male
INV000294,Redemption,336190,36-45,Female
INV003366,SIP,2958,18-25,Male
INV004452,SIP,20174,26-35,Male
INV002295,SIP,16326,26-35,Female
INV003141,SIP,16713,36-45,Female
INV003025,SIP,5781,26-35,Female
INV003243,SIP,3558,18-25,Female
INV000218,SIP,8003,36-45,Male
INV001120,SIP,3147,36-45,Male
INV004542,SIP,439,36-45,Male
INV004508,Redemption,233610,36-45,Female
INV000741,SIP,43027,26-35,Male
INV004678,SIP,1170,36-45,Female
INV002800,SIP,407,36-45,Male
INV000054,Redemption,205457,46-55,Female
INV000348,Lumpsum,246596,46-55,Female
INV003872,SIP,2115,26-35,Male
INV001436,Redemption,206643,26-35,Male
INV001397,Lumpsum,294145,26-35,Male
INV002886,SIP,23677,18-25,Female
INV001174,Redemption,314812,36-45,Male
INV003362,Redemption,183163,36-45,Female
INV004298,SIP,5366,36-45,Female
INV002647,SIP,21407,46-55,Male
INV001484,Lumpsum,384239,36-45,Male
INV000730,Lumpsum,80779,26-35,Male
INV001650,SIP,22679,36-45,Male
INV003821,SIP,16168,18-25,Female
INV000438,SIP,1041,26-35,Male
INV004056,SIP,15782,26-35,Male
INV004617,SIP,1122,26-35,Male
INV002250,SIP,48280,36-45,Male
INV001699,SIP,9908,26-35,Male
INV002256,SIP,2411,46-55,Male
INV004410,SIP,15086,36-45,Male
INV003219,Redemption,196331,46-55,Male
INV003275,Redemption,101629,26-35,Female
INV004659,Lumpsum,216890,18-25,Female
INV000508,Lumpsum,140533,36-45,Female
INV000667,Lumpsum,227537,26-35,Male
INV004693,SIP,8095,36-45,Male
INV000677,Lumpsum,103936,26-35,Male
INV000318,SIP,8866,46-55,Female
INV004531,SIP,885,26-35,Male
INV000310,Redemption,248595,36-45,Male
INV003449,SIP,15878,56+,Male
INV001051,SIP,2090,26-35,Male
INV004004,Lumpsum,52059,18-25,Male
INV000291,SIP,894,18-25,Female
INV002333,SIP,7414,26-35,Male
INV003813,SIP,478,36-45,Male
INV001550,SIP,11335,18-25,Male
INV000256,Lumpsum,245152,36-45,Male
INV001491,Redemption,86689,56+,Male
INV003110,SIP,878,26-35,Male
INV002898,SIP,4124,26-35,Female
INV003068,Redemption,52787,26-35,Male
INV001298,Redemption,182077,26-35,Female
INV001611,Lumpsum,104307,18-25,Female
INV000553,SIP,3232,36-45,Male
INV001769,SIP,12856,18-25,Male
INV000072,SIP,14832,18-25,Female
INV002322,SIP,2278,18-25,Male
INV004243,SIP,4557,36-45,Female
INV003780,SIP,480,26-35,Male
INV002261,SIP,5577,18-25,Male
INV002225,SIP,4279,46-55,Male
INV000102,SIP,57404,26-35,Male
INV004475,Redemption,44222,26-35,Male
INV000874,SIP,2687,56+,Male
INV004934,Redemption,407312,26-35,Female
INV002178,SIP,16420,36-45,Female
INV002598,SIP,15256,26-35,Male
INV002393,Lumpsum,531194,26-35,Female
INV001602,Lumpsum,438224,36-45,Male
INV001157,Lumpsum,232121,36-45,Female
INV002323,Redemption,17449,36-45,Female
INV003945,SIP,2300,46-55,Female
INV003402,SIP,20047,26-35,Male
INV004147,SIP,1034,26-35,Female
INV003972,Lumpsum,238019,26-35,Male
INV002802,SIP,3387,36-45,Female
INV000007,SIP,49792,26-35,Male
INV004573,SIP,4146,36-45,Female
INV003787,SIP,7975,46-55,Male
INV002905,SIP,9151,36-45,Female
INV003041,SIP,2198,36-45,Male
INV001591,Redemption,418681,56+,Male
INV002805,SIP,10084,26-35,Female
INV000988,Lumpsum,233972,36-45,Male
INV004355,SIP,933,18-25,Male
INV001432,SIP,11717,36-45,Male
INV003174,Lumpsum,314798,26-35,Female
INV003366,Lumpsum,274000,18-25,Male
INV003480,SIP,6923,26-35,Male
INV000800,Lumpsum,507240,36-45,Female
INV002019,SIP,5756,36-45,Male
INV002123,Lumpsum,543790,26-35,Male
INV004332,SIP,3475,36-45,Female
INV002174,SIP,20762,36-45,Male
INV001802,Lumpsum,325254,46-55,Male
INV003660,Redemption,372713,26-35,Male
INV001235,SIP,5580,26-35,Male
INV002794,SIP,2093,56+,Male
INV001580,Lumpsum,13783,26-35,Male
INV003437,SIP,12674,46-55,Female
INV003453,SIP,3210,36-45,Male
INV002437,SIP,1102,26-35,Male
INV000079,SIP,6588,26-35,Male
INV003012,SIP,47809,36-45,Male
INV000514,SIP,2430,36-45,Male
INV003859,SIP,8919,36-45,Male
INV003211,SIP,16268,36-45,Male
INV000091,SIP,2329,26-35,Male
INV002216,SIP,909,46-55,Male
INV004640,SIP,9615,36-45,Male
INV004968,Redemption,157906,26-35,Male
INV001695,Redemption,434660,36-45,Male
INV001043,Redemption,387583,18-25,Male
INV003958,Redemption,199983,18-25,Male
INV001178,Redemption,343872,26-35,Female
INV003404,SIP,20938,36-45,Male
INV004357,Lumpsum,271239,46-55,Female
INV000609,Redemption,32430,18-25,Male
INV001813,Redemption,118093,36-45,Male
INV003578,SIP,4511,36-45,Female
INV000014,SIP,6852,18-25,Male
INV001536,SIP,55507,26-35,Male
INV003851,SIP,5186,46-55,Male
INV003651,SIP,439,26-35,Male
INV003795,Redemption,76942,18-25,Male
INV001069,SIP,25766,26-35,Male
INV003410,SIP,17471,26-35,Male
INV001566,Lumpsum,310514,18-25,Male
INV001668,SIP,7150,36-45,Female
INV003722,SIP,25876,36-45,Female
INV002182,SIP,11390,36-45,Male
INV003188,Lumpsum,196508,26-35,Male
INV003897,SIP,15507,26-35,Male
INV004630,SIP,478,26-35,Female
INV002896,Redemption,12276,26-35,Male
INV004630,SIP,2148,26-35,Female
INV002321,SIP,25499,26-35,Male
INV001563,SIP,41877,36-45,Male
INV001137,SIP,7046,56+,Female
INV003878,SIP,12511,56+,Male
INV000625,Lumpsum,413562,46-55,Female
INV003338,SIP,2977,46-55,Male
INV000939,SIP,821,26-35,Male
INV001121,SIP,26023,36-45,Male
INV003870,Redemption,75903,26-35,Male
INV003161,SIP,2230,36-45,Female
INV001301,Redemption,313412,26-35,Male
INV003432,SIP,10785,56+,Female
INV001326,SIP,1089,46-55,Male
INV002989,SIP,2834,46-55,Male
INV002367,SIP,8000,26-35,Male
INV001976,SIP,6418,26-35,Female
INV000856,Lumpsum,303519,26-35,Male
INV001514,SIP,5781,46-55,Male
INV004439,SIP,8079,26-35,Male
INV000609,Redemption,267007,18-25,Male
INV000439,Lumpsum,277443,56+,Male
INV004982,SIP,4520,18-25,Female
INV002934,Lumpsum,123431,36-45,Male
INV003581,SIP,842,56+,Male
INV002418,SIP,15190,36-45,Male
INV002491,Redemption,33768,18-25,Male
INV000844,SIP,2812,26-35,Male
INV002535,Redemption,387120,36-45,Male
INV003661,Lumpsum,256158,18-25,Female
INV003633,Redemption,109797,26-35,Male
INV001127,Lumpsum,372954,26-35,Female
INV001573,Redemption,540734,26-35,Male
INV004100,Lumpsum,73955,26-35,Male
INV001355,SIP,7936,46-55,Female
INV004538,SIP,3436,26-35,Male
INV003409,Lumpsum,45559,46-55,Male
INV002542,SIP,3085,26-35,Female
INV000057,SIP,6162,36-45,Male
INV002619,Lumpsum,320602,18-25,Male
INV002862,SIP,3494,56+,Male
INV001492,Lumpsum,561517,26-35,Male
INV000256,Lumpsum,409027,36-45,Male
INV001624,Lumpsum,32610,26-35,Female
INV000886,Lumpsum,11218,26-35,Male
INV002448,Redemption,198075,26-35,Male
INV003435,Lumpsum,32015,26-35,Female
INV002778,SIP,8895,26-35,Female
INV001387,SIP,899,36-45,Male
INV000788,SIP,22030,26-35,Male
INV004563,SIP,8179,46-55,Female
INV002224,SIP,54851,26-35,Male
INV000230,SIP,8472,18-25,Male
INV000901,SIP,443,46-55,Female
INV004257,SIP,2844,36-45,Male
INV001911,Lumpsum,266161,46-55,Male
INV000131,SIP,8277,36-45,Female
INV002114,Lumpsum,317082,18-25,Female
INV004863,SIP,859,26-35,Male
INV002572,Lumpsum,307944,56+,Male
INV001401,SIP,416,26-35,Male
INV001116,Lumpsum,78793,36-45,Male
INV001683,Lumpsum,58623,26-35,Male
INV004754,Lumpsum,380709,36-45,Female
INV002177,Redemption,496304,26-35,Male
INV001198,SIP,29612,26-35,Female
INV001618,SIP,23707,56+,Female
INV004733,Lumpsum,435231,18-25,Male
INV001618,Redemption,270242,56+,Female
INV001160,SIP,2335,36-45,Female
INV003360,Redemption,256591,26-35,Female
INV004500,SIP,11784,46-55,Male
INV003429,Lumpsum,78773,26-35,Male
INV002799,SIP,17417,36-45,Male
INV004602,Lumpsum,43522,26-35,Female
INV000312,SIP,526,18-25,Male
INV002949,SIP,2431,26-35,Female
INV004595,SIP,9936,36-45,Male
INV001895,Redemption,426356,36-45,Male
INV002908,SIP,1043,36-45,Female
INV001265,Lumpsum,354556,26-35,Male
INV001566,SIP,1043,18-25,Male
INV002502,Lumpsum,72722,26-35,Male
INV002513,Lumpsum,176059,26-35,Female
INV001068,Lumpsum,103448,26-35,Male
INV003666,Lumpsum,44430,18-25,Male
INV001467,Lumpsum,166575,36-45,Male
INV000482,SIP,27133,26-35,Male
INV004359,SIP,59608,26-35,Male
INV003705,SIP,859,26-35,Male
INV004857,SIP,10972,26-35,Male
INV001677,Redemption,250791,26-35,Male
INV001233,SIP,17067,26-35,Male
INV003521,SIP,2477,46-55,Male
INV000477,Redemption,523098,18-25,Female
INV001004,Redemption,273767,18-25,Male
INV003871,Redemption,359245,18-25,Male
INV003783,SIP,947,18-25,Male
INV002497,SIP,3196,26-35,Female
INV004149,SIP,54629,56+,Female
INV003756,Lumpsum,47771,26-35,Male
INV000819,Lumpsum,248559,36-45,Male
